"company";"position";"level";"requirements";"salary1B2BMin";"salary1B2BMax";"salary1UoPMin";"salary1UoPMax";"salary1UZMin";"salary1UZMax";"salary1UoDMin";"salary1UoDMax";"salary2B2BMin";"salary2B2BMax";"salary2UoPMin";"salary2UoPMax";"salary2UZMin";"salary2UZMax";"salary2UoDMin";"salary2UoDMax";"salary3B2BMin";"salary3B2BMax";"salary3UZMin";"salary3UZMax";"url"
"PhotoAiD";"HR";"Trainee";"ATS|Communication skills|Proactivity";NA;NA;NA;NA;4000;5000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/mlodsza-asystentka-hr-photoaid-warszawa-e9mjl06l"
"PhotoAiD";"Design";"Trainee";"Problem solving|Communication skills|Personal organization|English|Polish|Figma|Sense of aesthetics";4000;5000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3500;4500;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/remote-junior-graphic-designer-photoaid-fpuu67q6"
"Sport Vision Technology sp. z o.o. sp. k.";"Backend";"Junior";"C++|Clean Code|Design Patterns|TDD|Pozytywne podejście i zapał do pracy :)";NA;NA;NA;NA;7000;10000;NA;NA;NA;NA;7000;10000;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-c-developer-gamedev-sport-vision-technology-sp-k-remote-irrm1vn5"
"Zowie";"Backend";"Junior";"JVM|JVM language|SQL|English|Polish|Communication skills|Critical thinking|Proactivity|Team player|Problem solving|Scala";8000;11000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-scala-engineer-zowie-remote-8kl6dlv6"
"Frontkom";"Project Manager";"Junior";"English|Polish|Risk mitigation|Scrum|JIRA|Communication skills|Negotiation skills|Proactivity|IT Project Management";7000;10000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-it-project-manager-frontkom-warsaw-cg0ubpxj"
"Sport Vision Technology sp. zo.o. sp.k.";"Inne";"Trainee";"MS Windows|MS Office|Polish|Pozytywne podejście i zapał do pracy :)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-office-manager-assistant-sport-vision-technology-sp-k-warszawa-qfwkdqrr"
"Sages";"Fullstack";"Junior";"java|database|Linux";8000;12000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8000;12000;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-java-engineer-sages-warszawa-wp0nwcb1"
"AMT Solution";"Backend";"Junior";"Git|Communication skills|Team player|Critical thinking|Problem solving|Proactivity|English|ruby on rails";5000;8000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4000;7000;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/remote-junior-ruby-on-rails-developer-amt-solution-b5itez8e"
"InterEuropea AG";"Backend";"Mid";"Java|EJB|Spring|Hibernate|Git|REST|Maven|JUnit|JPA|SQL|English|Problem solving|Team player";NA;NA;11000;16000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/java-developer-intereuropea-lodz-obuigkjy"
"Sofomo";"Testing";"Mid";"Manual Testing|Test automation|Cypress|English|Problem solving|Proactivity";11000;16000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/qa-automation-cypress-engineer-remote-sofomo-pdpqjrex"
"Sofomo";"Backend";"Mid";"Python|Django|Docker|English|Team player|Problem solving|Proactivity";10000;16000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/python-mid-developer-remote-wroclaw-sofomo-hedwp3p1"
"AVENGA";"DevOps";"Senior";"Python|English|Kubernetes|AWS|Linux|CI/CD|IAC|Git|EKS";25200;27720;NA;NA;NA;NA;NA;NA;24000;26400;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/kubernetes-expert-w-aws-avenga-remote-s5owlrvt"
"CodePole";"Backend";"Mid";"English|SQL|.NET|MySQL|Git";17000;25000;NA;NA;NA;NA;NA;NA;NA;NA;15000;22500;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/remote-backend-net-developer-codepole-d8zzbsmd"
"CodePole";"Product Management";"Mid";"English|Communication skills|Agile|API integration|jira";15000;25000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/product-owner-fully-remote-codepole-xf9yidhw"
"ESCOLA";"Mobile";"Mid";"Polish|Java|android|Android SDK|Kotlin|Git|REST";12000;20000;NA;NA;NA;NA;NA;NA;NA;NA;10000;16000;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/android-developer-mid-senior-escola-remote-i35xqe7s"
"Sky and Space Co";"Backend";"Expert";"5+ years in the similar position|Extensive knowledge of python 3.7+|Leadership experience|2 years in a Linux environment|Linux|Python|DevOps|Git|English|Leadership skills|Critical thinking|Problem solving|Team player";26000;30000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/lead-python-developer-sky-and-space-co-remote-jjrdccer"
"Game Jolt";"Business Intelligence";"Mid";"SQL|Critical thinking|English|MySQL|SQL Server|Proactivity|Problem solving";NA;NA;19565;26680;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/data-analyst-product-game-jolt-remote-hcgalkgo"
"Codibly";"Mobile";"Senior";"React Native|TypeScript|Redux|Material UI/Swift UI|Cloud messaging (Firebase or similar)|Redux-saga|English|ios|Proactivity|Problem solving|Communication skills|Team player|Critical thinking|Git";21000;28500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/senior-react-native-developer-codibly-remote-tgmo8dnm"
"Codeaddict";"Mobile";"Mid";"ios|Swift|Git|REST|Xcode|MVVM|UIKit";7000;10000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/ios-developer-codeaddict-poznan-y9mjkc9q"
"SaaS Native";"Frontend";"Mid";"React|JavaScript|CSS|HTML|Git|REST|Polish|Problem solving|Proactivity|Team player";9000;18000;NA;NA;NA;NA;NA;NA;NA;NA;8000;16000;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/remote-frontend-developer-saas-native-bjojcngr"
"PROMED (Program Kariera)";"Inne";"Trainee";"Organizational skills|Communication skills|MS Office|English|Proactivity";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/staz-w-dziale-prawnym-promed-program-kariera-warszawa-6bhtp9nc"
"Deloitte Advisory";"Frontend";"Trainee";"JavaScript|HTML|sql|Problem solving|Proactivity|Critical thinking|English";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/trainee-martech-lab-deloitte-advisory-remote-awhqjgsv"
"ŻABKA (Program Kariera)";"Business Analyst";"Trainee";"Excel|Problem solving|Business analysis";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/staz-w-dziale-analiz-biznesowych-zabka-program-kariera-poznan-e2oehjf1"
"Exorigo-Upos";"Support";"Trainee";"MS SQL|T-SQL";NA;NA;NA;NA;3500;5500;NA;NA;NA;NA;3500;5500;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/mlodszy-specjalista-ii-linii-wsparcia-exorigo-upos-remote-rwve0sp5"
"Spartez (an Appfire company)";"Fullstack";"Trainee";"JavaScript|Team player|Communication skills|Problem solving|Proactivity";7000;9000;NA;NA;NA;NA;NA;NA;NA;NA;7000;9000;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/software-developer-intern-spartez-an-appfire-company-remote-og8zbs3z"
"DahliaMatic Sp. z o.o.";"Testing";"Junior";"Java|REST|SQL|JIRA|Chęć do pracy w zespole|Proaktywność|umiejętność rozwiązywania problemów|Postman|SoapUI";5000;10000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5000;10000;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-manual-tester-remote-dahliamatic-rqqfsivv"
"Power Media";"Big Data";"Junior";"Python|R|Team player|Communication skills|Data Engineering|English";NA;NA;8000;15000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-data-science-power-media-wroclaw-w73e8u9s"
"Power Media";"IT Administrator";"Junior";"Linux|VMware|python|English|Communication skills|Team player";NA;NA;8000;15000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-platform-engineer-power-media-remote-6enyvcs2"
"Power Media";"DevOps";"Junior";"CI/CD|Windows|English";10000;15000;NA;NA;NA;NA;NA;NA;NA;NA;8000;14000;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-devops-engineer-power-media-wroclaw-tqusgx7r"
"FIS Techlology Services (Poland) Sp. z o.o.";"Support";"Junior";"Windows Server 2k12, 2k16|Citrix|SQL Server|Oracle|Understanding of Financial/Treasury|Proactivity|English|Team player|Communication skills|Critical thinking";NA;NA;8000;12000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-technical-support-engineer-fis-techlology-services-poland-warszawa-tgfgqasl"
"Power Media";"DevOps";"Junior";"Ansible|Jenkins|English|Git|windows";NA;NA;10000;15000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-devops-engineer-power-media-wroclaw-toaxgjd1"
"Devqube";"Frontend";"Junior";"JavaScript|CSS|HTML|TypeScript|Polish|Angular";10000;15000;NA;NA;NA;NA;NA;NA;NA;NA;10000;15000;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-remote-javascript-developer-devqube-0l407jaz"
"Marketplanet";"Frontend";"Junior";"JavaScript|jQuery|HTML|CSS|Less|Sass|JQueryUl|bootstrap|KnockoutJS";7000;12000;NA;NA;NA;NA;NA;NA;NA;NA;7000;11000;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-frontend-developer-marketplanet-warszawa-olwfcd90"
"Appsilon";"DevOps";"Junior";"Linux|Git|English|AWS|Ansible";9000;14000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-infrastrucsture-engineer-appsilon-remote-sxbhtxi1"
"Spyrosoft";"IT Administrator";"Junior";"TCP/IP|Windows|Active Directory|Exchange|WDS|Communication skills|Networks|ISO 27001|English";NA;NA;4000;7000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-it-administrator-spyrosoft-wroclaw-lcztxjld"
"Frontkom";"HR";"Junior";"Sourcing|Recruitment experience|Polish|English";NA;NA;4500;7000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-recruitment-specialist-frontkom-remote-4msqyihx"
"Logonet Sp. z o. o.";"Design";"Junior";"UX|UI|Polish|Prototyping|Figma|Adobe XD";4800;7200;NA;NA;NA;NA;NA;NA;NA;NA;4000;6000;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-web-desinger-logonet-bydgoszcz-rfpzdnu6"
"Dataedo sp. z o.o.";"Backend";"Junior";".NET|.NET Core";6000;9000;NA;NA;NA;NA;NA;NA;NA;NA;5000;7500;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-net-developer-dataedo-remote-g0phhbji"
"Logonet Sp. z o. o.";"Frontend";"Junior";"HTML&CSS|JavaScript";NA;NA;4000;6000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-frontend-developer-logonet-bydgoszcz-cpihysso"
"Ramp Network";"Product Management";"Junior";"Product management|Product Strategy|Communication skills|English|product development|running cross-functional teams";5000;8000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-product-manager-ramp-network-warszawa-ygm9iinl"
"Devire Sp. z o.o.";"Fullstack";"Junior";".NET|WebAPI|Entity Framework|SQL Server|JavaScript|HTML5|CSS3|jQuery|English|REST";NA;NA;10000;15000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-fullstack-developer-net-js-devire-poznan-u29udcnd"
"Frontkom";"HR";"Junior";"Recruitment experience|Polish|English|Communication skills|Sourcing";NA;NA;4000;7000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-recruitment-specialis-frontkom-warszawa-6zzkgnsx"
"FarmaProm";"Backend";"Junior";"PHP|SQL|Git|Clean code";5000;9000;NA;NA;NA;NA;NA;NA;NA;NA;4100;7500;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-php-developer-farmaprom-krakow-jcdv9wim"
"MP Rekrutacja";"Frontend";"Junior";"Angular|JavaScript|HTML|English";7000;10000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-angular-developer-mp-rekrutacja-remote-8rcrkmoe"
"CERP Polska sp. z o.o.";"Backend";"Junior";"Python|Polish|Communication skills|React|Problem solving|Proactivity";8000;12000;NA;NA;NA;NA;NA;NA;NA;NA;6000;10000;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/remote-junior-python-developer-cerp-polska-jyegecnp"
"SmartRecruiters Inc.";"Backend";"Junior";"Java|Microservices|REST API|PostgreSQL|English|Proactivity|Problem solving";NA;NA;8000;12000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-backend-software-engineer-smartrecruiters-remote-87ygnbgr"
"Onwelo S.A.";"Backend";"Junior";"Java|Spring|Maven|Git|REST|Linux|English|Hibernate";5775;10500;NA;NA;NA;NA;NA;NA;NA;NA;3750;7500;NA;NA;NA;NA;5500;10000;NA;NA;"https://nofluffjobs.com/pl/job/junior-java-developer-onwelo-remote-bwlpopdj"
"Get IT Dan";"Backend";"Junior";"Ruby|Ruby on Rails|javascript|Team player|Communication skills|Problem solving|Proactivity";7000;11000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/remote-junior-ruby-developer-get-it-dan-e7r52gbm"
"Appsilon";"DevOps";"Junior";"Git|AWS|Linux|English";9000;14000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-devops-engineer-appsilon-remote-crzzwy4o"
"GN";"Backend";"Senior";"C#|.NET|git|Web API|SQL|Azure|English";26880;30240;NA;NA;NA;NA;NA;NA;NA;NA;26000;28000;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/senior-net-engineer-gn-remote-vjn3pgpm"
"ProData Consult";"IT Administrator";"Junior";"General understanding of ITIL/ITSM/CMDB|Analytical skills|Fluent English (spoken and written)";9240;12600;NA;NA;NA;NA;NA;NA;8800;12000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-it-configuration-manager-prodata-consult-warsaw-iz40epwa"
"Link Group";"Security";"Junior";"Security|SIEM|Networks|IDS|IPS|Cybersecurity";NA;NA;13000;17000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-soc-engineer-link-group-warszawa-vvpvcsrd"
"Green Minds Sp.z o.o.";"Fullstack";"Junior";"JavaScript|Node|Angular|TypeScript|HTML|CSS|jQuery|Git|Express.js|Communication skills|Problem solving|Proactivity|Polish";10000;14000;NA;NA;NA;NA;NA;NA;NA;NA;10000;14000;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-fullstack-developer-node-js-green-minds-remote-cubqlt8k"
"Spyrosoft";"IT Administrator";"Junior";"Communication skills|English|TCP/IP|Windows|Active directory|Exchange|WDS|Network|Cisco|ISO 27001";NA;NA;4000;7000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-it-administrator-spyrosoft-wroclaw-thjb0egl"
"Frontkom";"HR";"Junior";"Recruitment experience|Sourcing|Polish|English";NA;NA;4500;7000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-it-recruitment-specialist-frontkom-remote-dfo7h1ab"
"Project: People Poland";"Marketing";"Junior";"Strategy design|Analytical thinking|Marketing";7800;8000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7800;8000;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-marketing-strategost-for-tech-project-people-poland-krakow-kkvfdllg"
"Informed Sources";"Fullstack";"Trainee";".NET|English|Team player|Polish|Communication skills|Proactivity|Problem solving";6000;9500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-software-developer-informed-sources-poznan-dbzawknw"
"Gyfted";"Inne";"Junior";"Python";NA;NA;6000;11000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-data-analyst-fuels-market-gyfted-gdynia-blhziy02"
"Green Minds Sp.z o.o.";"Fullstack";"Junior";"Python|HTML|SQL|Git|Polish|Odoo|Azure DevOps";13440;16800;NA;NA;NA;NA;NA;NA;12800;16000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-odoo-developer-python-green-minds-remote-vx6ouvrp"
"LSI Software S.A.";"Backend";"Junior";"PHP|Symfony|Git|REST|Docker|Elasticsearch|PostgreSQL";6000;11000;NA;NA;NA;NA;NA;NA;NA;NA;5000;9000;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-php-developer-lsi-software-lodz-ktingf74"
"LSI Software S.A.";"Backend";"Junior";"LINQ|.NET|Visual Studio|SVN|Communication skills|Team player";6000;11000;NA;NA;NA;NA;NA;NA;NA;NA;5000;9000;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-net-developer-lsi-software-lodz-8zrw7lqx"
"Devire Sp. z o.o.";"Fullstack";"Junior";".NET|WebAPI|Entity Framework|SQL Server|JavaScript|HTML5|CSS3|jQuery|English|REST";NA;NA;9800;14700;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-software-developer-net-js-devire-poznan-g5kkueqe"
"GroMar Sp. z o.o.";"Gaming";"Trainee";"CSS|HTML5|TypeScript";5000;7000;NA;NA;NA;NA;NA;NA;NA;NA;4500;6500;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-typescript-javascript-developer-gromar-lodz-rxnhah9h"
"Sage Software Poland sp. z o.o.";"Support";"Junior";"Critical thinking|Problem solving|Team player|English|Polish";NA;NA;6666;9166;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-customer-support-consultant-sage-software-poland-remote-oshclljy"
"GN";"Backend";"Senior";"C#|.NET|git";26880;30240;NA;NA;NA;NA;NA;NA;NA;NA;26000;28000;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/senior-backend-developer-gn-remote-wj6e2nok"
"SaaS Native";"Fullstack";"Mid";"JavaScript|Git|REST|React|Node|HTML|CSS|Polish|TypeScript|Communication skills|Problem solving|sql|Proactivity";12000;24000;NA;NA;NA;NA;NA;NA;NA;NA;10000;19000;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/remote-javascript-full-stack-developer-saas-native-erxmymoq"
"GN";"Frontend";"Senior";"Scrum|Angular|TypeScript|C#|ux";26880;30240;NA;NA;NA;NA;NA;NA;NA;NA;26000;28000;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/senior-frontend-developer-gn-remote-20vop0ey"
"GN";"DevOps";"Senior";"Cloud|DevOps|English|IaaS and PaaS";30240;33600;NA;NA;NA;NA;NA;NA;NA;NA;26000;28000;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/cloud-devops-engineer-gn-remote-onm2itec"
"Consult Red";"Project Manager";"Mid";"Project management|Team management|English|Communication skills|Critical thinking|Problem solving|Team player";NA;NA;20000;26000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/project-manager-consult-red-wroclaw-netksp2a"
"GN";"Mobile";"Senior";"ios|Swift|iOS SDK";26880;30240;NA;NA;NA;NA;NA;NA;NA;NA;22000;26000;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/senior-ios-developer-gn-remote-svvhcumu"
"Westwing Sp. z o.o.";"Business Intelligence";"Mid";"SQL|Python|English|Critical thinking|Proactivity|Tableau";11000;16000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/data-architect-m-f-d-westwing-remote-8lh7xytn"
"hubQuest";"AI";"Senior";"Statistics|Machine Learning|Data Science|Python|pandas|Scikit-learn|Matplotlib|SciPy|Industrial Automation|Process Control|English";29000;37000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/senior-data-scientist-a-pc-hubquest-remote-y6jylrno"
"GN";"Mobile";"Senior";"Kotlin|Android SDK|Gradle";26880;30240;NA;NA;NA;NA;NA;NA;NA;NA;22000;26000;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/senior-android-developer-gn-remote-irk53itc"
"GN";"Embedded";"Senior";"C++|C";23520;26880;NA;NA;NA;NA;NA;NA;NA;NA;20000;22000;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/embedded-software-developer-android-gn-remote-zm8qg50z"
"pTAG";"Backend";"Senior";"SQL|English|T-SQL|MySQL|SQL Server|MS SQL|Database";19000;25000;NA;NA;NA;NA;NA;NA;NA;NA;15000;20000;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/senior-sql-developer-ptag-remote-tdy0lpxj"
"FIS Techlology Services (Poland) Sp. z o.o.";"Project Manager";"Mid";"Project management|English|workload management|time management|Team player|Problem solving|Communication skills";NA;NA;12000;18000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/project-manager-fis-techlology-services-poland-warszawa-c6wclqoi"
"Bidroom";"Product Management";"Senior";"Product management|Product vision|Backlog management|Defining business requirements|Business Analysis|Feedback and data analytics|Critical thinking|Communication skills|Leadership skills|Team player";15000;25000;NA;NA;NA;NA;NA;NA;NA;NA;13000;23000;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/senior-product-leader-bidroom-remote-r9emf32i"
"Link Group";"Testing";"Mid";"Java|GIT|English|Gerrit";13500;16800;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/test-automation-engineer-lte-5g-link-group-remote-rjpdm7ef"
"GN";"Project Manager";"Senior";"Scrum|SAFe";21840;25200;NA;NA;NA;NA;NA;NA;NA;NA;17000;20000;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/scrum-master-gn-remote-ls7vpldw"
"SIX";"DevOps";"Mid";"Python|English|java|sql|asp.net|c#";NA;NA;16000;27000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/software-engineer-data-platforms-six-remote-prnrtdik"
"Unity Group";"Backend";"Junior";"Java|Spring|Hibernate|Git|PostgreSQL|Team player|English|Polish";6720;11760;NA;NA;NA;NA;NA;NA;NA;NA;5000;8300;NA;NA;NA;NA;6400;11200;NA;NA;"https://nofluffjobs.com/pl/job/junior-java-developer-unity-group-remote-iwpk9oo7"
"BlueSoft Sp. z o.o.";"Backend";"Junior";"Java|Spring Boot|SQL";5000;8500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5000;8500;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-java-developer-bluesoft-remote-dgrpvbpt"
"Altkom Software & Consulting";"Backend";"Junior";"Java|Hibernate|Spring|javascript|Angular|SQL";7000;11000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-remote-java-developer-altkom-software-consulting-dqmgkjwr"
"Semantive";"DevOps";"Junior";"Python|Linux|Docker|Terraform|Ansible|Polish|Cloud|Problem solving|Communication skills";7500;11000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-devops-engineer-semantive-remote-zdiaxzit"
"ORM";"Backend";"Junior";"PHP";6000;9000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-php-developer-drupal-projects-orm-remote-kf97u53x"
"Rawlplug";"Backend";"Junior";"PHP|MySQL|Symfony|Git";7000;9000;NA;NA;NA;NA;NA;NA;NA;NA;7000;9000;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-php-developer-rawlplug-wroclaw-2azpghe7"
"Ework Group";"Backend";"Junior";".NET|C#|Visual Studio";10920;15960;NA;NA;NA;NA;NA;NA;10400;15200;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-net-developer-ework-group-remote-x4cbqunv"
